Protein.IDs	Fasta.headers	Razor...unique.peptides.Prn1_1	Razor...unique.peptides.Prn1_2	Razor...unique.peptides.Prn1_3	Razor...unique.peptides.Prn1_4	Razor...unique.peptides.Prn1_H2O2_1	Razor...unique.peptides.Prn1_H2O2_2	Razor...unique.peptides.Prn1_H2O2_3	Razor...unique.peptides.Prn1_H2O2_4	Razor...unique.peptides.WT_H2O2_1	Razor...unique.peptides.WT_H2O2_2	Razor...unique.peptides.WT_H2O2_3	Razor...unique.peptides.WT_H2O2_4	Razor...unique.peptides.WT1	Razor...unique.peptides.WT2	Razor...unique.peptides.WT3	Razor...unique.peptides.WT4	Unique.peptides.Prn1_1	Unique.peptides.Prn1_2	Unique.peptides.Prn1_3	Unique.peptides.Prn1_4	Unique.peptides.Prn1_H2O2_1	Unique.peptides.Prn1_H2O2_2	Unique.peptides.Prn1_H2O2_3	Unique.peptides.Prn1_H2O2_4	Unique.peptides.WT_H2O2_1	Unique.peptides.WT_H2O2_2	Unique.peptides.WT_H2O2_3	Unique.peptides.WT_H2O2_4	Unique.peptides.WT1	Unique.peptides.WT2	Unique.peptides.WT3	Unique.peptides.WT4	Intensity.Prn1_1	Intensity.Prn1_2	Intensity.Prn1_3	Intensity.Prn1_4	Intensity.Prn1_H2O2_1	Intensity.Prn1_H2O2_2	Intensity.Prn1_H2O2_3	Intensity.Prn1_H2O2_4	Intensity.WT_H2O2_1	Intensity.WT_H2O2_2	Intensity.WT_H2O2_3	Intensity.WT_H2O2_4	Intensity.WT1	Intensity.WT2	Intensity.WT3	Intensity.WT4	Only.identified.by.site	Reverse	Potential.contaminant
orf19.5064	orf19.5064 MRPL3 CGDID:CAL0001720 COORDS:Ca21chr1_C_albicans_SC5314:1725072-1723858C, translated using codon table 12 (404 amino acids) Uncharacterized ORF; Ribosomal protein of the large subunit, mitochondrial; repressed in core stress response; protein p	13	14	12	11	14	10	15	9	12	14	11	11	12	14	10	7	13	14	12	11	14	10	15	9	12	14	11	11	12	14	10	7	830920000	864090000	402990000	396060000	628280000	377800000	881440000	241770000	722480000	863540000	245300000	378160000	641770000	753230000	353900000	277380000			
orf19.5066	orf19.5066 orf19.5066 CGDID:CAL0001723 COORDS:Ca21chr1_C_albicans_SC5314:1730502-1729702C, translated using codon table 12 (266 amino acids) Uncharacterized ORF; Putative pre-60S pre-ribosomal particle subunit; essential gene; S. cerevisiae ortholog RRP17 	0	0	2	1	2	1	3	2	1	2	2	2	0	0	2	1	0	0	2	1	2	1	3	2	1	2	2	2	0	0	2	1	0	0	29673000	6676200	21613000	11362000	28515000	22474000	0	16156000	16131000	28930000	0	0	5621200	11877000			
orf19.5071	orf19.5071 NRP1 CGDID:CAL0001753 COORDS:Ca21chr1_C_albicans_SC5314:1747314-1749605W, translated using codon table 12 (763 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17736000	12875000	0	0			
orf19.5076	orf19.5076 PFY1 CGDID:CAL0001759 COORDS:Ca21chr1_C_albicans_SC5314:1753657-1754037W, translated using codon table 12 (126 amino acids) Verified ORF; Profilin; functional homolog of S. cerevisiae Pfy1; hyphae, macrophage/pseudohyphal-induced; regulated by N	6	4	4	4	5	5	5	4	5	4	5	4	4	6	4	4	6	4	4	4	5	5	5	4	5	4	5	4	4	6	4	4	543820000	577090000	519610000	415310000	644680000	588050000	466810000	480620000	667970000	614510000	651160000	518110000	555690000	616910000	401950000	484000000			
orf19.5078	orf19.5078 OFR1 CGDID:CAL0001761 COORDS:Ca21chr1_C_albicans_SC5314:1756580-1756987W, translated using codon table 12 (135 amino acids) Uncharacterized ORF; Protein of unknown function; Hap43-repressed gene; rat catheter biofilm repressed	4	4	2	3	3	3	6	5	3	4	5	4	6	4	2	2	4	4	2	3	3	3	6	5	3	4	5	4	6	4	2	2	347000000	291280000	253230000	187250000	297900000	293910000	364230000	475190000	185500000	382300000	342770000	366170000	585660000	420620000	182030000	260750000			
orf19.5079	orf19.5079 CDR4 CGDID:CAL0001762 COORDS:Ca21chr1_C_albicans_SC5314:1758073-1762545W, translated using codon table 12 (1490 amino acids) Verified ORF; Putative ABC transporter superfamily; fluconazole, Sfu1, Hog1, core stress response induced; caspofungin r	1	2	2	1	0	0	0	2	0	0	2	2	2	2	1	2	1	2	2	1	0	0	0	2	0	0	2	2	2	2	1	2	0	16707000	16213000	15952000	0	0	0	23160000	0	0	14606000	14694000	13623000	16410000	12504000	13212000			
orf19.5081	orf19.5081 FUN12 CGDID:CAL0001783 COORDS:Ca21chr1_C_albicans_SC5314:1766850-1763797C, translated using codon table 12 (1017 amino acids) Verified ORF; Functional homolog of S. cerevisiae Fun12 translation initiation factor eIF5B; genes encoding ribosomal s	3	3	2	2	3	4	3	3	2	5	3	3	4	2	2	2	3	3	2	2	3	4	3	3	2	5	3	3	4	2	2	2	43299000	44220000	64701000	42118000	44738000	43883000	88959000	81320000	30395000	87377000	89388000	110750000	25974000	39697000	50649000	45415000			
orf19.5083	orf19.5083 DRG1 CGDID:CAL0001785 COORDS:Ca21chr1_C_albicans_SC5314:1767426-1768532W, translated using codon table 12 (368 amino acids) Verified ORF; Member of the DRG family of GTP-binding proteins; involved in regulation of invasive filamentous growth	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	12001000000	13776000000	13040000000	11994000000	7292999999.999999	6020299999.999999	7860799999.999999	8311099999.999999	8878400000	10099000000	8930600000	9489000000	15952000000	12409000000	10279000000	11749000000			
orf19.51	orf19.51 orf19.51 CGDID:CAL0000601 COORDS:Ca21chr1_C_albicans_SC5314:1036865-1040956W, translated using codon table 12 (1363 amino acids) Uncharacterized ORF; Protein of unknown function	1	1	0	0	2	3	3	0	0	0	0	0	2	0	0	0	1	1	0	0	2	3	3	0	0	0	0	0	2	0	0	0	0	17823000	0	0	12657000	26064000	13465000	0	0	0	0	0	10264000	0	0	0			
orf19.5103	orf19.5103 orf19.5103 CGDID:CAL0002488 COORDS:Ca21chr1_C_albicans_SC5314:1807929-1806937C, translated using codon table 12 (330 amino acids) Uncharacterized ORF; Protein with a predicted phosphoglycerate mutase family domain; Hap43-repressed; clade-associa	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	17102000	0	11490000	12060000	0	0	0	10142000	12291000	0	0	0	0	0	0			
orf19.5104	orf19.5104 LTP1 CGDID:CAL0002489 COORDS:Ca21chr1_C_albicans_SC5314:1809691-1809023C, translated using codon table 12 (168 amino acids) Uncharacterized ORF; Putative protein phosphatase of the PTP family (tyrosine-specific), similar to <i>S. cerevisiae</i> 	6	7	6	7	6	5	2	1	6	7	2	1	6	7	7	7	6	7	6	7	6	5	2	1	6	7	2	1	6	7	7	7	130450000	186050000	247670000	148750000	158430000	82971000	19661000	9178300	60029000	181160000	18282000	15575000	140580000	239530000	166900000	247110000			
orf19.5106	orf19.5106 DIP2 CGDID:CAL0002491 COORDS:Ca21chr1_C_albicans_SC5314:1819339-1816394C, translated using codon table 12 (981 amino acids) Verified ORF; Putative small ribonucleoprotein complex; Tn mutation affects filamentous growth; physically interacts with	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	6334600	0	0	4740000	0	0	0	0	5005100	0	0	5020900	6560900			
orf19.5107	orf19.5107 NOT5 CGDID:CAL0002492 COORDS:Ca21chr1_C_albicans_SC5314:1820259-1822247W, translated using codon table 12 (662 amino acids) Verified ORF; Protein with similarity to S. cerevisiae Not5p, a member of the transcription regulatory CCR4-NOT complex; 	6	5	5	2	7	7	6	4	4	8	2	4	7	6	3	3	6	5	5	2	7	7	6	4	4	8	2	4	7	6	3	3	63629000	34826000	46516000	8939200	58284000	68243000	32301000	48031000	31842000	120110000	13578000	22812000	132630000	60278000	28645000	16873000			
orf19.5112	orf19.5112 TKL1 CGDID:CAL0002508 COORDS:Ca21chr1_C_albicans_SC5314:1826680-1828713W, translated using codon table 12 (677 amino acids) Verified ORF; Putative transketolase; localizes to surface of yeast cells, not hyphae; soluble protein in hyphae; transcr	32	28	29	28	32	32	33	31	33	31	30	31	27	25	29	26	32	28	29	28	32	32	33	31	33	31	30	31	27	25	29	26	17909000000	15237000000	18645000000	14308000000	24621000000	20264000000	16904000000	14202000000	30737000000	22756000000	15829000000	16916000000	13194000000	14551000000	14667000000	12551000000			
orf19.5113	orf19.5113 ADH2 CGDID:CAL0002509 COORDS:Ca21chr1_C_albicans_SC5314:1830334-1829288C, translated using codon table 12 (348 amino acids) Uncharacterized ORF; Alcohol dehydrogenase; soluble in hyphae; expression regulated by white-opaque switching; regulated 	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3354800	0	0	0	5739700	0	0	0	0	0	0	0			
orf19.5126	orf19.5126 orf19.5126 CGDID:CAL0002531 COORDS:Ca21chr7_C_albicans_SC5314:710719-711912W, translated using codon table 12 (397 amino acids) Uncharacterized ORF; Putative adhesin-like protein	7	6	6	5	8	7	8	9	7	8	8	10	8	7	6	6	7	6	6	5	8	7	8	9	7	8	8	10	8	7	6	6	289430000	219270000	146080000	105940000	320090000	279580000	428720000	323620000	145310000	328620000	235060000	443590000	406810000	261510000	189120000	168660000			
orf19.5130	orf19.5130 PDI1 CGDID:CAL0002547 COORDS:Ca21chr7_C_albicans_SC5314:707309-705627C, translated using codon table 12 (560 amino acids) Verified ORF; Putative protein disulfide-isomerase; antigenic in human infection; soluble protein in hyphae; induced by fil	25	27	31	29	31	27	26	31	24	29	26	26	27	31	29	33	25	27	31	29	31	27	26	31	24	29	26	26	27	31	29	33	3788899999.9999995	3679799999.9999995	5151200000	4846100000	5444000000	4849300000	3990499999.9999995	5519100000	4212299999.9999995	6195299999.999999	4531700000	4424700000	4426200000	4332000000	3965699999.9999995	5386300000			
orf19.5136	orf19.5136 orf19.5136 CGDID:CAL0002553 COORDS:Ca21chr7_C_albicans_SC5314:694157-693471C, translated using codon table 12 (228 amino acids) Uncharacterized ORF; Putative pyridoxamine 5-phosphate oxidase; planktonic growth and early-stage flow model biofilm	1	1	2	2	0	0	0	1	0	1	1	1	0	1	1	1	1	1	2	2	0	0	0	1	0	1	1	1	0	1	1	1	0	13597000	16394000	13400000	0	0	0	11051000	0	0	10894000	11073000	0	7634400	6604300	13709000			
orf19.5137.1	orf19.5137.1 HHO1 CGDID:CAF0007031 COORDS:Ca21chr7_C_albicans_SC5314:692274-691430C, translated using codon table 12 (180 amino acids) Uncharacterized ORF; Putative histone H1; farnesol regulated; Hap43-induced; contains 5 UTR intron; Spider biofilm repre	4	4	7	7	3	0	5	6	1	2	4	6	3	5	7	4	4	4	7	7	3	0	5	6	1	2	4	6	3	5	7	4	325140000	214840000	995310000	889080000	45501000	0	471130000	504750000	40095000	101290000	512680000	716860000	329960000	404860000	683940000	443140000			
orf19.514	orf19.514 SNP3 CGDID:CAL0000080 COORDS:Ca21chrR_C_albicans_SC5314:953806-954175W, translated using codon table 12 (96 amino acids) Uncharacterized ORF; Putative U6 snRNA-associated protein; transcript regulated by Mig1	2	1	1	3	3	2	2	2	2	2	2	4	2	1	1	1	2	1	1	3	3	2	2	2	2	2	2	4	2	1	1	1	13660000	9446600	8497800	18601000	36870000	3843300	16608000	13624000	21326000	8887600	21421000	49255000	5161700	0	5904700	7145400			
orf19.5158	orf19.5158 orf19.5158 CGDID:CAL0002595 COORDS:Ca21chr7_C_albicans_SC5314:658048-658566W, translated using codon table 12 (172 amino acids) Uncharacterized ORF; Protein with similarity to a human gene associated with colon cancer and to orf19.5158; regulate	1	1	0	0	5	4	1	1	3	5	1	0	2	2	0	0	1	1	0	0	5	4	1	1	3	5	1	0	2	2	0	0	14196000	6381400	0	0	72511000	51284000	7258000	11771000	31737000	75387000	10062000	0	11125000	15917000	0	0			
orf19.5161	orf19.5161 orf19.5161 CGDID:CAL0002619 COORDS:Ca21chr7_C_albicans_SC5314:652621-652139C, translated using codon table 12 (160 amino acids) Uncharacterized ORF; Protein of unknown function	4	3	4	4	4	3	4	2	4	4	3	4	4	5	4	4	4	3	4	4	4	3	4	2	4	4	3	4	4	5	4	4	219200000	162060000	141760000	100250000	228940000	116830000	279500000	50286000	205480000	212920000	73252000	115150000	183060000	278290000	80460000	99355000			
orf19.5171	orf19.5171 PMT1 CGDID:CAL0002654 COORDS:Ca21chr7_C_albicans_SC5314:627319-624686C, translated using codon table 12 (877 amino acids) Verified ORF; Protein mannosyltransferase; required for virulence in mice and for adhesion to epithelial cells; role in hyp	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	662370	7421200	0	0	0	0	8278600	0	0	0			
orf19.5175	orf19.5175 orf19.5175 CGDID:CAL0002662 COORDS:Ca21chr7_C_albicans_SC5314:621061-617642C, translated using codon table 12 (1139 amino acids) Uncharacterized ORF; Protein of unknown function	1	0	1	1	2	1	1	0	2	0	0	0	1	2	1	1	1	0	1	1	2	1	1	0	2	0	0	0	1	2	1	1	7496400	0	12278000	10534000	65959000	62206000	34547000	0	52563000	0	0	0	6737400	8395600	13365000	11686000			
orf19.518	orf19.518 orf19.518 CGDID:CAL0000089 COORDS:Ca21chrR_C_albicans_SC5314:958491-960632W, translated using codon table 12 (713 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	23	21	1	4	10	21	1	4	16	19	2	1	26	20	0	0	23	21	1	4	10	21	1	4	16	19	2	1	26	20	0	0	872000000	923640000	4115900	25813000	130730000	426680000	8554500	8730700	363480000	611930000	4746600	5786900	761590000	511230000			
orf19.5180	orf19.5180 PRX1 CGDID:CAL0002689 COORDS:Ca21chr7_C_albicans_SC5314:605347-606078W, translated using codon table 12 (243 amino acids) Verified ORF; Thioredoxin peroxidase; transcriptionally induced by interaction with macrophage; fluconazole induced; Fkh2p-	13	14	12	15	12	13	10	10	12	12	12	10	12	13	12	12	13	14	12	15	12	13	10	10	12	12	12	10	12	13	12	12	4658500000	5500100000	3427899999.9999995	3959299999.9999995	3350099999.9999995	3121499999.9999995	614090000	714040000	2645500000	4146099999.9999995	1223900000	578580000	3303399999.9999995	4978900000	3253999999.9999995	3422399999.9999995			
orf19.5184	orf19.5184 orf19.5184 CGDID:CAL0002697 COORDS:Ca21chr7_C_albicans_SC5314:596459-597940W, translated using codon table 12 (493 amino acids) Uncharacterized ORF; Putative Ran guanyl-nucleotide exchange factor; probable signal transducer; Spider biofilm repre	2	3	4	3	0	0	2	3	0	2	2	3	0	2	4	3	2	3	4	3	0	0	2	3	0	2	2	3	0	2	4	3	16765000	28373000	113650000	94553000	0	0	13141000	42467000	0	17385000	19333000	46233000	0	12340000	86252000	67556000			
orf19.5195	orf19.5195 URA6 CGDID:CAL0002732 COORDS:Ca21chr1_C_albicans_SC5314:916169-915330C, translated using codon table 12 (279 amino acids) Uncharacterized ORF; Protein of unknown function	6	6	4	5	5	5	4	7	5	6	6	6	6	6	2	5	6	6	4	5	5	5	4	7	5	6	6	6	6	6	2	5	110340000	101980000	88869000	63504000	100900000	73929000	63513000	117000000	99730000	162700000	73840000	94033000	131900000	112850000	44922000	75198000			
orf19.5196	orf19.5196 ESS1 CGDID:CAL0002734 COORDS:Ca21chr1_C_albicans_SC5314:915137-914604C, translated using codon table 12 (177 amino acids) Verified ORF; Prolyl isomerase (parvulin class); essential; involved in yeast-hyphal switching, Cph1p pathway; has inflexib	7	6	6	5	5	7	6	5	7	7	6	5	6	7	6	7	7	6	6	5	5	7	6	5	7	7	6	5	6	7	6	7	224300000	207260000	198990000	136620000	266890000	348680000	119490000	107550000	234470000	372130000	136350000	109400000	304040000	238170000	148730000	184900000			
orf19.5197	orf19.5197 APE2 CGDID:CAL0002735 COORDS:Ca21chr1_C_albicans_SC5314:914393-911174C, translated using codon table 12 (924 amino acids) Verified ORF; Neutral arginine, alanine, leucine specific metallo-aminopeptidase; purified from cell wall/intracellular fra	51	55	55	54	52	54	52	54	53	55	53	53	54	51	53	53	51	55	55	54	52	54	52	54	53	55	53	53	54	51	53	53	14624000000	15770000000	16456000000	15285000000	12968000000	12841000000	10420000000	10815000000	16347000000	10451000000	11747000000	11989000000	11904000000	11819000000	13839000000	11399000000			
orf19.5198	orf19.5198 NOP4 CGDID:CAL0002736 COORDS:Ca21chr1_C_albicans_SC5314:910860-908635C, translated using codon table 12 (741 amino acids) Verified ORF; Putative nucleolar protein; Hap43-induced; mutation confers hypersensitivity to 5-fluorocytosine (5-FC), 5-fl	0	0	4	2	1	0	2	2	0	0	4	3	0	0	4	2	0	0	4	2	1	0	2	2	0	0	4	3	0	0	4	2	0	0	26704000	12161000	7354000	0	7115600	7225000	0	0	5834900	25294000	0	0	6223500	2421900			
orf19.5200	orf19.5200 SIT4 CGDID:CAL0003480 COORDS:Ca21chr1_C_albicans_SC5314:907197-908141W, translated using codon table 12 (314 amino acids) Verified ORF; Serine/threonine protein phosphatase catalytic subunit; has a role in cell wall maintenance, hyphal growth, a	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	13520000	13261000	11728000	14802000	0	0	0	0	0	0	0	0	0	0	0	0			
orf19.5201	orf19.5201 orf19.5201 CGDID:CAL0003481 COORDS:Ca21chr1_C_albicans_SC5314:906625-906023C, translated using codon table 12 (200 amino acids) Uncharacterized ORF; Protein of unknown function	2	2	3	3	1	1	1	1	2	2	2	2	2	2	2	3	2	2	3	3	1	1	1	1	2	2	2	2	2	2	2	3	151920000	224120000	158090000	169710000	131190000	118490000	13197000	13698000	193800000	235260000	105700000	114980000	149380000	275350000	177830000	262440000			
orf19.5201.1	orf19.5201.1 orf19.5201.1 CGDID:CAL0120835 COORDS:Ca21chr1_C_albicans_SC5314:905590-905339C, translated using codon table 12 (83 amino acids) Uncharacterized ORF; Protein of unknown function	6	5	5	5	4	5	5	6	5	6	5	6	6	5	4	5	6	5	5	5	4	5	5	6	5	6	5	6	6	5	4	5	1734999999.9999998	1553799999.9999998	1840399999.9999998	1315000000	2475700000	2752300000	1931499999.9999998	2230900000	1828099999.9999998	2509200000	1422100000	1997999999.9999998	2510700000	1900199999.9999998	1440500000	1944499999.9999998			
orf19.5211	orf19.5211 IDP1 CGDID:CAL0003500 COORDS:Ca21chr2_C_albicans_SC5314:1205852-1204551C, translated using codon table 12 (433 amino acids) Uncharacterized ORF; Putative isocitrate dehydrogenase; transcriptionally induced by interaction with macrophage; alkalin	24	22	21	23	26	22	22	22	24	24	21	22	21	22	22	22	21	19	18	20	23	19	19	19	21	21	18	19	18	19	19	19	2674000000	2596500000	2569100000	2135999999.9999998	2736000000	2305600000	2340500000	1966699999.9999998	2650000000	2540000000	1801299999.9999998	1884499999.9999998	2116799999.9999998	2172700000	2123299999.9999998	2157900000			
orf19.5213.2	orf19.5213.2 COX9 CGDID:CAF0007034 COORDS:Ca21chr2_C_albicans_SC5314:1211893-1212078W, translated using codon table 12 (61 amino acids) Verified ORF; Putative subunit VIIa of cytochrome c oxidase; flucytosine induced	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	9827000	7290200	3874900	0	17253000	12668000	10680000	0	9680200	15264000	0	0	0	0			
orf19.522	orf19.522 PIM1 CGDID:CAL0000116 COORDS:Ca21chrR_C_albicans_SC5314:963557-966793W, translated using codon table 12 (1078 amino acids) Uncharacterized ORF; ATP-dependent Lon protease; role in degradation of misfolded proteins in mitochondria, biogenesis and 	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	12000000	0	0	0	15255000	13883000	7654500	0	15198000	0	0	0	15036000	9743500	0	0			
orf19.5225.2	orf19.5225.2 RPL27A CGDID:CAF0007036 COORDS:Ca21chr1_C_albicans_SC5314:2699181-2698355C, translated using codon table 12 (136 amino acids) Verified ORF; Ribosomal protein L27; Spider biofilm repressed	9	9	9	9	9	8	8	9	8	9	9	8	9	9	9	9	9	9	9	9	9	8	8	9	8	9	9	8	9	9	9	9	9808900000	9961900000	10881000000	9093700000	6874399999.999999	5941799999.999999	2488000000	9215900000	7657499999.999999	7321099999.999999	8110699999.999999	7390399999.999999	6365199999.999999	7679099999.999999	7856799999.999999	8357599999.999999			
orf19.5226	orf19.5226 WRS1 CGDID:CAL0003524 COORDS:Ca21chr1_C_albicans_SC5314:2697872-2696598C, translated using codon table 12 (424 amino acids) Uncharacterized ORF; Putative tRNA-Trp synthetase; genes encoding ribosomal subunits, translation factors, tRNA synthetas	2	2	4	7	1	0	4	5	1	4	4	2	0	1	7	7	2	2	4	7	1	0	4	5	1	4	4	2	0	1	7	7	13888000	13404000	117380000	177940000	4188500	0	14417000	35379000	21700000	38752000	40782000	28376000	0	5096600	41414000	123830000			
orf19.5228	orf19.5228 RIB3 CGDID:CAL0003526 COORDS:Ca21chr1_C_albicans_SC5314:2694636-2694013C, translated using codon table 12 (207 amino acids) Verified ORF; 3,4-Dihydroxy-2-butanone 4-phosphate synthase; homodimeric enzyme of riboflavin biosynthesis; converts ribu	7	7	9	8	7	3	2	1	6	6	4	2	6	7	9	9	7	7	9	8	7	3	2	1	6	6	4	2	6	7	9	9	685600000	1174500000	934080000	982450000	132580000	84095000	24596000	14703000	124510000	158380000	55395000	28258000	325550000	796250000	811940000	715280000			
orf19.5229	orf19.5229 orf19.5229 CGDID:CAL0003527 COORDS:Ca21chr1_C_albicans_SC5314:2690877-2693891W, translated using codon table 12 (1004 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	3	5	0	0	0	0	0	1	2	3	0	0	4	5	0	0	3	5	0	0	0	0	0	1	2	3	0	0	4	5	0	0	31394000	35115000	0	0	0	0	0	19116000	6828300	9365700	0	0	23452000	34471000			
orf19.5230	orf19.5230 MRPS9 CGDID:CAL0003535 COORDS:Ca21chr1_C_albicans_SC5314:2690384-2689374C, translated using codon table 12 (336 amino acids) Verified ORF; Mitochondrial ribosomal protein S9; has N-terminal mitochondrial targeting signal and an S9 consensus moti	7	8	7	7	5	7	6	5	6	4	4	6	1	4	4	3	7	8	7	7	5	7	6	5	6	4	4	6	1	4	4	3	147990000	185290000	115930000	178720000	107290000	122100000	74421000	40220000	314060000	74988000	89087000	158270000	9168700	45874000	44858000	32759000			
orf19.5231.2	orf19.5231.2 ATP19 CGDID:CAF0007037 COORDS:Ca21chr1_C_albicans_SC5314:2687617-2687414C, translated using codon table 12 (67 amino acids) Verified ORF; Subunit k of the mitochondrial F1F0 ATP synthase; a large enzyme complex required for ATP synthesis; Spid	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	241060000	327150000	415390000	259200000	365190000	170820000	211440000	128360000	68948000	440490000	117080000	192240000	370010000	312590000	165140000	228470000			
orf19.5232	orf19.5232 CSI2 CGDID:CAL0003537 COORDS:Ca21chr1_C_albicans_SC5314:2686695-2685817C, translated using codon table 12 (292 amino acids) Verified ORF; Putative 66S pre-ribosomal particle component; Hap43-induced; essential for growth; transposon mutation aff	0	0	3	3	0	0	0	1	0	0	1	2	0	0	3	2	0	0	3	3	0	0	0	1	0	0	1	2	0	0	3	2	0	0	81364000	82444000	0	0	0	11239000	0	0	8517000	44535000	0	0	60094000	50675000			
orf19.5235	orf19.5235 orf19.5235 CGDID:CAL0003540 COORDS:Ca21chr1_C_albicans_SC5314:2680237-2679539C, translated using codon table 12 (232 amino acids) Uncharacterized ORF; Putative mitochondrial ribosomal protein of the large subunit; Hap43-induced; mutants are viab	6	5	5	5	5	4	7	3	6	5	4	5	3	5	4	4	6	5	5	5	5	4	7	3	6	5	4	5	3	5	4	4	201000000	182210000	103560000	157720000	179330000	130370000	213510000	53353000	194080000	234870000	73395000	110230000	95726000	211730000	87759000	90550000			
orf19.5243	orf19.5243 TRP3 CGDID:CAL0003556 COORDS:Ca21chr1_C_albicans_SC5314:2664966-2666528W, translated using codon table 12 (520 amino acids) Uncharacterized ORF; Putative bifunctional enzyme with predicted indole-3-glycerol-phosphate synthase and anthranilate sy	0	0	1	2	0	0	3	2	1	0	1	3	0	1	3	4	0	0	1	2	0	0	3	2	1	0	1	3	0	1	3	4	0	0	13749000	30040000	0	0	55993000	19321000	14112000	0	29109000	71766000	0	0	32901000	56018000			
orf19.5248	orf19.5248 MSO1 CGDID:CAL0003561 COORDS:Ca21chr1_C_albicans_SC5314:2655623-2656132W, translated using codon table 12 (169 amino acids) Uncharacterized ORF; Putative secretory protein involved in S. cerevisiae sporulation; repressed during pseudohyphal grow	1	1	1	0	1	1	2	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	2	0	0	1	1	0	0	1	0	1	11527000	17975000	10758000	0	8697300	8105700	21167000	0	0	0	8573100	0	0	7190200	0	12578000			
